Test Case_ID,Test Case,Functionality
TC_1548,To verify that user is able to enter white spaces in the Nominee name field,Negative
TC_1549,To verify that if user donot enter the Nominee Name,Positive
TC_1550,check nominee percentage,Positive
TC_1551,without selecting nominee DOB proceed further,Negative
TC_1552,select DOB greater than equal than 18 years,Positive
TC_1553,without entering address proceed further,Negative
TC_1554,enter valid address and proceed further,Positive
TC_1555,select DOB less than 18 years,Positive
TC_1556,without entering guardian name proceed further,Negative
TC_1557,enter numbers in guardian name and proceed further,Negative
TC_1558,enter special character in guardian name and proceed further,Negative
TC_1559,without entering guardian PAN proceed further,Negative
TC_1560,Enter invalid Guardian PAN & proceed further,Negative
TC_1561,Enter Non KYC Guardian PAN & proceed further,Negative
TC_1562,enter valid guardian PAN and guardian name and proceed further,Positive
TC_1563,Enter guardian PAN same as investor PAN,Negative
TC_1564,check I wish to Nominate and enter valid nominee details of nominee 1 and nominee 2 & click on continue to bank account details,Positive
TC_1565,without entering nominee name proceed further,Negative
TC_1566,enter numbers in nominee name and proceed further,Negative
TC_1567,enter special character in nominee name and proceed further,Negative
TC_1568,enter valid nominee name and proceed further,Positive
TC_1569,check nominee percentage,Positive
TC_1570,without selecting nominee DOB proceed further,Negative
TC_1571,select DOB greater than equal than 18 years,Positive
TC_1572,without entering address proceed further,Negative
TC_1573,enter valid address and proceed further,Positive
TC_1574,select DOB less than 18 years,Positive
TC_1575,without entering guardian name proceed further,Negative
TC_1576,enter numbers in guardian name and proceed further,Negative
TC_1577,enter special character in guardian name and proceed further,Negative
TC_1578,without entering guardian PAN proceed further,Negative
TC_1579,Enter invalid Guardian PAN & proceed further,Negative
TC_1580,Enter Non KYC Guardian PAN & proceed further,Negative
TC_1581,enter valid guardian PAN and guardian name and proceed further,Positive
TC_1582,Enter same guardian PAN of second nominee and first nominee,Positive
TC_1583,Enter guardian PAN same as investor PAN,Negative
TC_1584,"check I wish to Nominate and enter valid nominee details of nominee 1,nominee 2 and nominee 3 & click on continue to bank account details",Positive
TC_1585,without entering nominee name proceed further,Negative
TC_1586,enter numbers in nominee name and proceed further,Negative
TC_1587,enter special character in nominee name and proceed further,Negative
TC_1588,enter valid nominee name and proceed further,Positive
TC_1589,check nominee percentage,Positive
TC_1590,without selecting nominee DOB proceed further,Negative
TC_1591,select DOB greater than equal than 18 years,Positive
TC_1592,without entering address proceed further,Negative
TC_1593,enter valid address and proceed further,Positive
TC_1594,select DOB less than 18 years,Positive
TC_1595,without entering guardian name proceed further,Negative
TC_1596,enter numbers in guardian name and proceed further,Negative
TC_1597,enter special character in guardian name and proceed further,Negative
TC_1598,without entering guardian PAN proceed further,Negative
TC_1599,Enter invalid Guardian PAN & proceed further,Negative
TC_1600,Enter Non KYC Guardian PAN & proceed further,Negative
TC_1601,enter valid guardian PAN and guardian name and proceed further,Positive
TC_1602,"Enter same guardian PAN of third nominee,second nominee and first nominee",Positive
TC_1603,Enter guardian PAN same as investor PAN,Negative
TC_1604,Check and verify back button,Positive
TC_1605,To verify user is able to view Bank details page,Positive
TC_1606,To verify that user is able to view the IFSC Code as mandatory field,Positive
TC_1607,To verify that user is able to enter the valid IFSC Code,Positive
TC_1608,To Verify that if user enters invalid IFSC Code error message id displayed,Negative
TC_1609,To verify that user is able to enter IFSC Code of 11 digits only,Positive
TC_1610,To verify if user enter's IFSC code less than 11 digits,Negative
TC_1611,To verify if user enter's IFSC code more than 11 digits,Negative
TC_1612,To verify if user donot enter's IFSC code,Negative
TC_1613,To verify user is able to enter numbers in IFSC code,Positive
TC_1614,To verify user is able to enter alphabets in IFSC code,Positive
TC_1615,To verify user is able to enter special characters in IFSC code,Negative
TC_1616,To verify user is able to enter alphanumeric values in IFSC code field,Positive
TC_1617,To verify user is able to enter white spaces in IFSC code field,Negative
TC_1618,To verify that user is able to view the Account Number Field as Mandatory field,Positive
TC_1619,To verify that user is able to enter the Account Number in the Account Number field,Positive
TC_1620,To verify that user is able to enter only numbers in the Account Number field,Positive
TC_1621,To verify that user is able to enter characters in the Account Number field,Negative
TC_1622,To verify that user is able to enter special characters in the Account Number field,Negative
TC_1623,To verify that user is able to enter white spaces in the Account Number field,Negative
TC_1624,To verify that user do not enter account number in the Account Number field,Negative
TC_1625,To verify that user is able to enter 18digits account number,Positive
TC_1626,To verify that user is able to enter less than 1-16 digits account number,Positive
TC_1627,To verify that user is able to view the Name as on Bank field as mandatory field,Positive
TC_1628,To veirfy that user is able to enter the Account Holder Name in Name as on Bank field,Positive
TC_1629,To verify that user is able to enter only Alphabets in the Name as on Bank field,Positive
TC_1630,To verify that user is able to enter numbers in the Name as on Bank field,Negative
TC_1631,To verify that user is able to enter special characters in the Name as on Bank field,Negative
TC_1632,To verify that user is able to enter only white spaces in the Name as on Bank field,Negative
TC_1633,To verify that if user donot enter the Name as on Bank,Negative
TC_1634,To verify if user has entered the IFSC code then MICR code is autopopulated,Positive
TC_1635,To verify that user is able to view the Account Type drop down as mandatory option,Positive
TC_1636,To verify that user is able to click on the Account Type drop down,Positive
TC_1637,To verify that user is able to select only one option from the Account Type drop down,Positive
TC_1638,To verify that user is not able to select more than one option from the Account Type drop dowm,Negative
TC_1639,To verify that user is able to view Back Button on Bank Details Page,Positive
TC_1640,To verify that user is able to click the Back Button,Positive
TC_1641,To verify that user is able to view Proceed button,Positive
TC_1642,To verify that user is able to click the Proceed button,Positive
TC_1643,Check whether user is able to see page title as folio details,Positive
TC_1644,Check whether user is able to see text as “Your folio created successfully”,Positive
TC_1645,Check whether is user is able to see text as “Your folio number is #variable”,Positive
TC_1646,Check whether user is able to see Invest to proceed button,Positive
TC_1647,Check whether user is able to Click on Invest to proceed button,Positive
TC_1648,Check whether user is redirected to Invest page after clciking on button,Positive
TC_1649,Check Resident dropdown as indian,Positive
TC_1650,To verify if user select tax status as Minor,Positive
TC_1651,To verify that user is able to click on the Mode Of Holding drop down,Positive
TC_1652,Check by entering non kyc verified PAN in minor pan,Negative
TC_1653,Check by entering kyc verified New investor PAN in minor pan,Negative
TC_1654,Check by entering invalid PAN,Negative
TC_1655,Check by entering Guardian PAN,Positive
TC_1656,Check and verify Name As On PAN Field,Positive
TC_1657,Select Minor Dob for Minor,Positive
TC_1658,To verify that user is able to select option for Gender,Positive
TC_1659,To verify user is able to click on Add gaurdian button,Positive
TC_1660,Check guardian PAN,Positive
TC_1661,Check Guardian PAN NAME,Positive
TC_1662,Check and verify Guardian Email id field,Positive
TC_1663,Check and verify Guardian mobile number field,Positive
TC_1664,To verify user is able to view Guardian Relationship dropdown,Positive
TC_1665,To verify user is able to select Guardian Relationship dropdown,Positive
TC_1666,To verify user is able to select only one option from dropdown,Positive
TC_1667,To verify user is able to select more than one option from dropdown,Negative
TC_1668,To verify user do not select any option from dropdown,Negative
